text,polarity,subjectivity,created_at
RT @BredaLynch2: 🌕 RIOT GURRRLS 🌕 #ainephilips &amp; #sarahcullen of @artistsrepeal8  with #evelynglynn independent researcher on #magdalenelau…,0.0,0.125,Mon May 07 15:32:49 +0000 2018)
RT @1TomHickey: Like something from 1930s Ireland. Makes me all the more determined to vote Yes #together4yes https://t.co/hGmcwab0Rn,0.5,0.5,Mon May 07 15:32:52 +0000 2018)
Attorney General Peter Sutherland warned of the ambiguity of the wording of the 8th in 1983.

The Oireachtas ran wi… https://t.co/0iYNTgmnYh,0.05,0.5,Mon May 07 15:32:55 +0000 2018)
I’m 9 weeks old. I can kick and yawn but what we found out is that each one of us is a brain  and an athlete  a bas… https://t.co/KkJdj25YEu,0.1,0.2,Mon May 07 15:33:05 +0000 2018)
#PlannedParenthood is still receiving over half a billion dollars a year from the #USGoverment. #Abortion is anothe… https://t.co/atpbdTvqwN,-0.166666666667,0.166666666667,Mon May 07 15:33:11 +0000 2018)
RT @NWCI: A woman needs time to realise she is pregnant  consider her options and organise her healthcare. 
Join us for the launch of NWCI'…,0.333333333333,0.5,Mon May 07 15:33:18 +0000 2018)
RT @drvconway: This will no doubt be excellent tomorrow. All welcome to come discuss legal dimensions of #8thref #together4yes https://t.co…,0.666666666667,0.7,Mon May 07 15:33:21 +0000 2018)
RT @CorkTogether4Y: Were you at the Cork Together for Yes Office today and are you now missing your purse? We're keeping it safe here - ple…,0.15,0.275,Mon May 07 15:33:30 +0000 2018)
RT @john_mcguirk: In a comedic update  apparently some of the "feminist men" over at #repealthe8th have gotten so transparent that #repealf…,0.05,0.35,Mon May 07 15:33:35 +0000 2018)
RT @misspollyanna: #repealthe8th #together4yes #nursesTFY 
Thread;
I've started off very shy at work about my pro-choice views. Only close…,-0.325,0.825,Mon May 07 15:33:38 +0000 2018)
#RepealThe8th made various comments about what some people hope will happen to No voters  or how critics of abortio… https://t.co/yKWRuKQNia,0.0,0.5,Mon May 07 15:33:42 +0000 2018)
Unfortunately I can't vote in Ireland. A similar referendum was my first voting moment in Portugal. Yes! For compas… https://t.co/sbxnyG4Hn3,-0.0625,0.577777777778,Mon May 07 15:34:04 +0000 2018)
RT @ClaireAllan: Powerful poem #together4yes #repealthe8th https://t.co/ilgYiGgsGi,0.3,1.0,Mon May 07 15:34:04 +0000 2018)
RT @celinamurphy: So I wanted to share my experience going #hometocanvass and spread a message to Yes voters in Dublin city and other well-…,-0.125,0.375,Mon May 07 15:34:26 +0000 2018)
RT @sineadgleeson: There are hundreds of complex reasons why an abortion can be needed. Most of those reasons are currently illegal under I…,-0.1,0.466666666667,Mon May 07 15:34:44 +0000 2018)
RT @Together4yes: Saoirse Ronan and fellow Irish actors stand in powerful video to repeal the eight amendment #together4yes  https://t.co/R…,0.15,0.5,Mon May 07 15:34:46 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:34:47 +0000 2018)
RT @Together4yes: She’s your friend  she’s your neighbour  she lives on your street. 

There is a woman in your life who needs your Yes. Vo…,0.0,0.0,Mon May 07 15:34:53 +0000 2018)
These people trust the Parish Priest more than they trust women 🤨🇮🇪 Holy Catholic Ireland is still with us  it seems https://t.co/w1bYPPYZRe,0.25,0.3,Mon May 07 15:35:00 +0000 2018)
All welcome to the official launch of the Lawyers For Choice booklet. Looking forward to an afternoon of detailed … https://t.co/RN8rBgKEOU,0.8,0.9,Mon May 07 15:35:03 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

