text,polarity,subjectivity,created_at
RT @Reuters: South Korea's Moon urges action against growing #MeToo sex abuse claims https://t.co/UWo3hXvA4E https://t.co/m3ZLFFlM6o,0.1,0.1,Mon Feb 26 13:45:52 +0000 2018)
"Through all of this  during the past several months  I have been repeatedly reminded of a powerful Mexican proverb… https://t.co/VWajgtWzj2,0.0125,0.3125,Mon Feb 26 13:45:53 +0000 2018)
Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/yocIDsLOee,0.0,0.0,Mon Feb 26 13:45:57 +0000 2018)
RT @John3_and_16: @JackPosobiec Hey new @NRA members---

I just discovered your own "MeToo" movement!👇👇

#IJoinedtheNRA https://t.co/NX5qzb…,0.368181818182,0.727272727273,Mon Feb 26 13:45:59 +0000 2018)
RT @alexburnsNYT: “I now see how problematic it was that the two of us even got to a place where there was a question of consent. Instead …,0.0,0.0,Mon Feb 26 13:46:03 +0000 2018)
@angela_rye @RichelleCarey Nothing more dangerous to the #MeToo movement than women making false accusations  so th… https://t.co/q7oTFbUqRJ,-0.166666666667,0.666666666667,Mon Feb 26 13:46:03 +0000 2018)
#TopStories Monica Lewinsky says #MeToo helps women support each other https://t.co/VgfFjz7iiq https://t.co/N3zS0j6KM9,-0.125,0.375,Mon Feb 26 13:46:04 +0000 2018)
How to Find Room for Forgiveness in the #MeToo Movement https://t.co/c5ZwAdJJrl,0.0,0.0,Mon Feb 26 13:46:05 +0000 2018)
#TopStories Monica Lewinsky says #MeToo helps women support each other https://t.co/5G9G7zJIGD https://t.co/PA4uk7n9FU,-0.125,0.375,Mon Feb 26 13:46:07 +0000 2018)
Maybe a group of powerful hollywood #metoo women should buy weinstein co for pennies on $ and own the rights to the… https://t.co/StTK0Kwbip,0.45,1.0,Mon Feb 26 13:46:07 +0000 2018)
Monica Lewinsky on Clinton affair: I now see how problematic it was - In a new essay for Vanity Fair  Monica Lewins… https://t.co/R661aRRgXN,0.418181818182,0.677272727273,Mon Feb 26 13:46:08 +0000 2018)
@BillClinton @HillaryClinton @ChelseaClinton — There is a foul odor of gas choking our nation again today...… https://t.co/63xcOsIdji,0.0,0.0,Mon Feb 26 13:46:08 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:46:08 +0000 2018)
RT @AP: South Korea president joins country's growing MeToo movement  adding momentum to recent allegations of sexual misconduct against so…,0.25,0.541666666667,Mon Feb 26 13:46:10 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:46:11 +0000 2018)
RT @dopepeddlar: @twinklesdavies @MeGuinness @UberUKsupport Send your complaints to @TfLTPH  and @MetCC as Uber will cover up #besafe #metoo,0.0,0.0,Mon Feb 26 13:46:14 +0000 2018)
#MeToo movement in South Korea spreads to academic sector: SEOUL  Feb. 25 (UPI) -- The #MeToo movement in South Kor… https://t.co/OUmZ80bJow,0.0,0.0,Mon Feb 26 13:46:15 +0000 2018)
@JackBMontgomery or this could be down to the #metoo movement making more women feel empowered in reporting it. 80%… https://t.co/ltOVferPrC,0.172222222222,0.394444444444,Mon Feb 26 13:46:16 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:46:19 +0000 2018)
RT @ggreenwald: I find @MonicaLewinsky endlessly impressive and admirable in how she's found her public voice and reclaimed her public iden…,0.333333333333,0.377777777778,Mon Feb 26 13:46:21 +0000 2018)
How to Find Room for Forgiveness in the #MeToo Movement https://t.co/oPZKjkhxSQ https://t.co/FntPjSlSDq,0.0,0.0,Mon Feb 26 13:46:20 +0000 2018)
